,index,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
987,2918,Jose Luis Palomino,Atalanta,ITA 1,champscommon,76,CB,49,32,55,59,78,81,2,3,L/M,Left,"1,569",0,4,36,2413,1,0.2742489990778267,2,1.1206949315965176,5,8,3,0,1,0.2742489990778267,8.496523525565863,7.40429899469018
988,2920,Eduardo Camavinga,Rennes,FRA 1,champscommon,76,CM,71,62,74,77,75,75,3,3,H/H,Left,"1,993",0,2,35,2429,1,1.825911732390523,2,1.4622610686346889,26,20,6,0,1,1.825911732390523,7.816522157751024,5.311426558531821
989,2921,Flavien Tait,Rennes,FRA 1,champscommon,76,LM,73,70,74,78,33,61,3,3,H/M,Right,"1,786",0,2,23,1377,1,1.9859174257144327,3,2.082849986851216,26,21,6,0,1,1.9859174257144327,7.707356316968799,5.41561034321785
990,2922,Borja Mayoral,Real Madrid,ESP 1,champscommon,76,ST,67,76,69,77,38,68,3,4,M/M,Right,"1,819",0,3,2,19,0,0.0,0,0.0,0,0,0,0,0,0.0,0.4738381206989288,0.4738381206989288
991,2924,Carlos Fernandez,Sevilla FC,ESP 1,champscommon,76,ST,69,78,63,76,27,71,3,3,M/M,Left,"1,725",0,2,16,534,1,1.4408398196101189,2,1.5736202970147133,9,8,5,0,1,1.4408398196101189,2.6202504076063637,0.7668317761272192
992,2926,Xaver Schlager,VfL Wolfsburg,GER 1,gold-nr,76,CM,70,69,71,76,65,75,3,3,H/H,Left,"1,955",0,0,32,2651,2,2.650337873958051,4,3.81787140853703,49,24,7,0,2,2.650337873958051,13.22123208642006,7.699165737256408
993,2927,Adama Soumaoro,LOSC Lille,FRA 1,gold-nr,76,CB,58,37,55,55,76,81,2,3,M/M,Right,"1,618",0,1,3,140,0,0.0629728669300675,0,0.0,2,0,1,0,0,0.0629728669300675,0.8636057674884796,0.8526974469423294
994,2928,Mark Uth,FC Schalke 04,GER 1,gold-nr,76,CAM,72,78,71,76,40,68,3,2,M/M,Left,"1,884",0,1,20,1499,3,2.9279882702976465,1,1.440770306624472,35,21,5,0,3,2.9279882702976465,5.1600745022296906,2.2455962412059307
995,2929,Tyler Adams,RB Leipzig,GER 1,gold-nr,76,CDM,76,48,67,73,73,75,3,3,H/H,Right,"1,865",0,3,27,1852,1,1.385965924710035,1,0.8873324189335108,7,14,3,0,1,1.385965924710035,8.371887922286987,6.73710173740983
996,2930,Pedro Obiang,Sassuolo,ITA 1,gold-nr,76,CDM,57,59,74,73,75,72,3,3,M/M,Right,"1,908",0,0,33,1458,0,0.5482167294248939,1,1.0328481569886208,16,12,4,1,0,0.5482167294248939,5.4001562260091305,4.113887259736657
997,2931,Fikayo Tomori,Chelsea,ENG 1,gold,76,CB,80,37,58,67,76,74,2,4,M/M,Right,"1,685",0,3,1,43,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0727275162935257,0.0727275162935257
998,2932,Daichi Kamada,Eintracht Frankfurt,GER 1,gold-nr,76,CAM,75,70,73,82,36,61,3,4,H/M,Right,"1,834",0,1,32,2383,5,6.001848852261901,12,6.787546444684267,38,55,3,0,5,6.001848852261901,19.09980715811253,9.384852580726148
999,2933,John Brooks,VfL Wolfsburg,GER 1,gold-nr,76,CB,72,39,58,64,77,75,2,3,M/H,Left,"1,660",0,1,32,2774,2,1.9191456865519283,0,0.2185530811548233,19,6,5,0,2,1.9191456865519283,8.991366647183895,8.848776753991842
1000,2934,Robin Koch,Leeds United,ENG 1,gold-nr,76,CB,71,38,59,64,77,75,2,3,M/M,Right,"1,689",0,0,17,1124,0,0.5145197957754135,0,0.1258082035928964,9,4,1,0,0,0.5145197957754135,4.6775881461799145,4.5231566950678825
1001,2935,Jean-Philippe Mateta,1. FSV Mainz 05,GER 1,gold-nr,76,ST,76,74,53,72,33,77,3,4,H/L,Right,"1,711",0,2,15,1008,7,8.414159098640084,1,1.3461813786998391,28,12,2,0,6,7.656382361426949,9.505499044433236,1.2976237703114748
1002,2936,Darko Brasanac,CA Osasuna,ESP 1,gold-nr,76,CM,58,70,73,73,72,74,3,3,M/H,Right,"1,945",0,0,16,902,2,0.918861269019544,0,0.151547672227025,8,5,4,0,2,0.918861269019544,3.674697290174663,2.60428835824132
1003,2937,Robin Knoche,1. FC Union Berlin,GER 1,gold-nr,76,CB,51,41,50,50,80,72,2,4,M/M,Right,"1,557",0,0,34,3044,1,1.1276933085173368,0,0.1516863163560629,12,4,4,0,1,1.1276933085173368,7.906049547716975,7.259937321767211
1004,2938,Gregoire Defrel,Sassuolo,ITA 1,gold-nr,76,ST,82,77,68,81,36,51,4,3,H/M,Left,"1,806",0,0,28,1340,3,2.321673172526061,3,1.0106601603329182,22,19,1,0,3,2.321673172526061,6.303596757352352,3.7277063438668847
1005,2939,Diadie Samassekou,TSG 1899 Hoffenheim,GER 1,gold-nr,76,CDM,60,49,67,73,75,74,3,3,M/M,Right,"1,834",0,1,31,2597,0,0.5090668201446533,2,1.7055724002420902,16,10,3,0,0,0.5090668201446533,11.426895134150982,9.86804288253188
1006,2940,Jay Rodriguez,Burnley,ENG 1,gold-nr,76,ST,71,77,68,73,42,69,3,4,H/M,Right,"1,843",0,1,31,1237,1,2.977033233270049,2,1.2109192460775375,31,6,3,0,1,2.977033233270049,4.231583966873586,0.9134316276758908
1007,2941,Stuart Armstrong,Southampton,ENG 1,gold-nr,76,RM,73,76,74,75,65,72,3,4,H/H,Right,"2,009",0,1,33,2791,4,2.640008491463959,5,2.9013565443456173,54,35,3,0,4,2.640008491463959,10.028461560606956,6.737702840939164
1008,2942,Jeffrey Gouweleeuw,FC Augsburg,GER 1,gold-nr,76,CB,71,58,66,64,79,75,2,3,H/M,Right,"1,857",0,0,32,2836,1,0.3640483524650335,0,0.665691988542676,7,12,9,0,1,0.3640483524650335,4.218323864042759,3.6556236911565065
1009,2944,Zack Steffen,Manchester City,ENG 1,gold-nr,76,GK,77,72,73,83,53,71,1,3,M/M,Right,938,0,1,1,90,0,0.0,0,0.0,0,0,0,0,0,0.0,0.349734753370285,0.349734753370285
1010,2945,Alfred Gomis,Dijon FCO,FRA 1,gold-nr,76,GK,77,77,70,75,42,75,1,3,M/M,Right,870,0,4,27,2430,0,0.0,0,0.0,0,0,1,0,0,0.0,2.6441269125789404,2.6441269125789404
1011,2946,Cristiano Piccini,Valencia CF,ESP 1,gold-nr,76,RB,76,42,64,71,75,76,3,2,M/H,Right,"1,792",0,3,3,57,0,0.008399911224842,0,0.0,1,0,0,0,0,0.008399911224842,0.3404901996254921,0.33209028840065
1012,2947,Ermin Bicakcic,TSG 1899 Hoffenheim,GER 1,gold-nr,76,CB,62,37,49,48,77,79,2,3,M/M,Right,"1,597",0,0,2,128,1,0.1707869470119476,0,0.0067290649749338,2,1,1,0,1,0.1707869470119476,0.4132527410984039,0.4065236747264862
1013,2948,Nicola Sansone,Bologna,ITA 1,gold,76,CAM,78,76,72,79,44,58,3,3,M/M,Right,"1,905",0,0,26,1163,2,4.247089342214167,2,2.597226374782622,31,31,2,0,2,4.247089342214167,7.9982817731797695,2.360999930649996
1014,2950,Dennis Praet,Leicester City,ENG 1,gold-nr,76,CM,68,70,77,78,61,64,4,4,H/M,Right,"1,941",0,0,15,730,1,0.4389684200286865,1,1.215856321156025,8,7,0,0,1,0.4389684200286865,2.111918879672885,1.291694002225995
1015,2951,Wesley,Aston Villa,ENG 1,gold,76,ST,69,76,67,70,38,84,3,3,H/H,Right,"1,799",0,0,3,14,0,0.0328821875154972,0,0.0,1,0,0,0,0,0.0328821875154972,0.118235345929861,0.0853531584143638
1016,2952,Nolito,RC Celta de Vigo,ESP 1,gold-nr,76,LW,66,75,75,77,45,63,4,3,H/L,Right,"1,882",0,0,36,2671,7,6.984140373766422,5,5.507575524970889,55,35,7,0,7,6.984140373766422,20.08619210124016,9.36248166114092
1017,2953,Santiago Ascacibar,Hertha BSC,GER 1,gold-nr,76,CDM,62,46,61,68,77,75,2,3,M/H,Right,"1,805",0,0,13,770,1,0.2530153356492519,0,0.2451797761023044,7,6,2,0,1,0.2530153356492519,2.889634370803833,2.693853765726089
1018,2954,Konstantinos Tsimikas,Liverpool,ENG 1,gold,76,LB,87,58,70,73,69,76,3,3,H/H,Left,"1,962",0,2,2,4,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
1019,2955,Yusuf Yazici,LOSC Lille,FRA 1,gold-nr,76,CAM,66,74,77,78,47,71,4,4,M/M,Left,"1,916",0,4,32,1069,7,4.71214260533452,4,3.518489072099328,44,36,1,0,7,4.71214260533452,8.429734259843826,2.270468855276704
1020,2957,Niclas Fullkrug,Werder Bremen,GER 1,gold-nr,76,ST,64,77,62,70,38,73,3,4,H/M,Right,"1,772",0,1,19,875,6,5.049045581370592,0,0.2071330472826957,35,5,1,0,4,3.533572617918253,3.1787087619304657,1.0755865890532732
1021,2960,Adama Soumaoro,Bologna,ITA 1,gold-nr,76,CB,58,37,55,55,76,81,2,3,M/M,Right,"1,618",0,1,20,1752,1,1.2789536379277706,0,0.0398127241060137,8,3,4,0,1,1.2789536379277706,6.395028591156006,5.640583793632686
1022,2961,Joakim Maehle,Atalanta,ITA 1,gold,76,RB,91,56,67,71,68,79,3,3,H/H,Right,"1,897",0,1,20,1208,0,1.3440521229058504,2,1.5805520322173834,21,14,0,0,0,1.3440521229058504,6.8847411666065454,4.478144563734531
1023,2970,Ryan Fredericks,West Ham United,ENG 1,gold,76,RB,92,51,66,73,70,69,3,3,H/M,Right,"1,868",0,0,14,563,1,0.2143374569714069,1,1.298734912648797,4,12,2,0,1,0.2143374569714069,1.0619316771626472,0.3080165851861238
1024,2971,Carlos Neva,Granada CF,ESP 1,gold-nr,76,LB,78,50,61,70,74,64,2,2,H/M,Left,"1,775",0,1,22,1806,0,0.7145013278350234,0,0.2715535368770361,8,6,1,0,0,0.7145013278350234,2.7105234935879707,1.7914428897202015
1025,2972,John Lundstram,Sheffield United,ENG 1,gold-nr,76,CM,64,69,70,71,71,73,3,5,M/H,Right,"1,905",0,1,28,2034,0,1.8757738769054413,2,1.4599024429917336,20,20,8,1,0,1.114605039358139,7.169211085885763,5.258822595700622
1026,2973,Mohammed Salisu,Southampton,ENG 1,gold-nr,76,CB,67,36,51,55,76,80,2,3,M/H,Left,"1,592",0,1,12,836,0,0.4784316532313823,0,0.1721573732793331,4,2,1,0,0,0.4784316532313823,2.2042923234403133,2.1540722399950027
1027,2974,Mahmoud Dahoud,Borussia Dortmund,GER 1,gold-nr,76,CM,73,66,73,81,64,68,4,4,H/H,Right,"1,957",0,3,21,1267,1,0.5515011437237263,1,1.290791081264615,16,11,3,0,1,0.5515011437237263,9.19918742030859,7.824857810512185
1028,2976,Davide Calabria,Milan,ITA 1,gold-nr,76,RB,73,43,67,72,75,66,3,3,M/M,Right,"1,836",0,1,32,2652,2,1.9455418614670636,1,1.7728252755478024,24,21,7,0,2,1.9455418614670636,8.915328809991479,5.882050005719066
1029,2996,Ryan Sessegnon,TSG 1899 Hoffenheim,GER 1,gold-nr,75,LM,86,67,69,75,65,62,4,3,H/M,Left,"1,898",0,2,23,1567,2,0.783427182585001,3,1.5961731486022472,5,16,4,0,2,0.783427182585001,4.771411092951894,2.7759168446063995
1030,2997,Nehuen Perez,Granada CF,ESP 1,gold-nr,75,CB,63,25,46,46,77,74,2,3,M/H,Right,"1,478",0,3,14,732,0,0.7787916511297226,0,0.0,5,0,4,0,0,0.7787916511297226,0.7247994896024466,0.7247994896024466
1031,2998,Sofiane Boufal,Angers SCO,FRA 1,gold-nr,75,LM,78,66,71,83,27,52,4,4,M/L,Right,"1,726",0,0,14,743,1,2.160928525030613,0,0.1507137548178434,14,3,3,0,1,2.160928525030613,2.3471350856125355,0.3310213983058929
1032,2999,Amin Younes,Eintracht Frankfurt,GER 1,gold-nr,75,LW,74,58,69,85,37,55,4,2,M/M,Right,"1,735",0,3,26,1410,3,3.291488216258585,3,1.843130998313427,33,23,5,0,3,3.291488216258585,7.310954418033361,3.317554697394371
1033,3002,Jimmy Briand,Girondins de Bordeaux,FRA 1,gold-nr,75,ST,63,75,72,73,46,72,3,3,H/M,Right,"1,881",0,1,24,520,1,1.306525694206357,2,0.2156418710947036,13,2,2,0,0,0.5464305747300386,0.6924861595034599,0.1127528697252273
1034,3003,Kieran Gibbs,West Bromwich Albion,ENG 1,gold-nr,75,LB,76,57,68,73,72,70,3,2,H/M,Left,"1,909",0,0,10,808,0,0.0619419403374195,0,0.4062059596180916,1,4,0,1,0,0.0619419403374195,0.8934749104082584,0.8129167035222054
1035,3004,Luke Ayling,Leeds United,ENG 1,gold-nr,75,RB,68,51,63,68,74,75,3,3,H/M,Right,"1,787",0,0,38,3400,0,1.4397504469379785,0,2.9888541754335165,24,26,7,0,0,1.4397504469379785,14.196261551231146,11.8843642459251
1036,3005,Gael Kakuta,RC Lens,FRA 1,gold-nr,75,CAM,73,70,74,79,40,63,4,3,H/L,Left,"1,876",0,0,35,2449,11,11.000118847936392,5,6.874319850467145,52,49,3,0,4,4.1594595313072205,14.133826972916722,7.443624505773187
1037,3006,Guillermo Maripan,AS Monaco,FRA 1,gold-nr,75,CB,34,33,52,47,76,78,2,2,L/M,Right,"1,442",0,2,28,2079,5,2.666299056261778,1,0.8172836676239967,15,3,7,0,5,2.666299056261778,6.939393173903227,6.939393173903227
1038,3007,Domagoj Bradaric,LOSC Lille,FRA 1,gold-nr,75,LB,78,55,68,74,70,66,3,3,H/M,Left,"1,838",0,0,26,1249,1,0.2287188116461038,2,0.9661091584712268,4,11,4,0,1,0.2287188116461038,4.992040012031794,4.15580003336072
1039,3008,Kiko Olivas,Real Valladolid,ESP 1,gold-nr,75,CB,51,52,61,60,76,77,2,3,M/M,Right,"1,689",0,0,5,167,0,0.0,0,0.0,0,0,1,0,0,0.0,0.6338297892361879,0.6338297892361879
1040,3010,Rodrigo Battaglia,Deportivo Alavés,ESP 1,gold-nr,75,CM,65,67,67,73,77,78,3,4,M/H,Right,"1,940",0,0,32,2508,1,1.2072977554053068,0,0.0964142400771379,16,3,10,1,1,1.2072977554053068,2.681995972059667,2.481000187806785
1041,3011,Oliver McBurnie,Sheffield United,ENG 1,gold-nr,75,ST,62,72,58,69,34,76,3,3,M/M,Right,"1,672",0,0,23,1306,1,3.552993312478065,0,1.0542655810713768,30,15,2,0,1,3.552993312478065,6.1072307620197535,2.601921772584319
1042,3013,Calum Chambers,Arsenal,ENG 1,gold-nr,75,CB,67,56,69,68,76,76,2,3,M/H,Right,"1,861",0,0,10,750,0,0.3639731630682945,2,1.0427646078169346,8,11,0,0,0,0.3639731630682945,3.835656374692917,2.810004845261574
1043,3014,Matty Cash,Aston Villa,ENG 1,gold-nr,75,RB,82,63,65,71,70,65,3,3,H/H,Right,"1,870",0,0,28,2389,0,0.2478914381936192,2,1.90566261485219,9,21,6,1,0,0.2478914381936192,6.5916025741025805,5.0334595097228885
1044,3015,Valon Behrami,Genoa,ITA 1,gold-nr,75,CDM,59,64,71,71,74,74,3,3,M/H,Right,"1,953",0,0,26,875,0,0.5494668427854776,0,0.0967194698750972,4,2,1,1,0,0.5494668427854776,1.6837092321366072,1.0375229138880968
1045,3016,Melero,Levante UD,ESP 1,gold-nr,75,CM,59,74,71,70,73,71,3,3,M/M,Right,"1,962",0,0,29,1868,7,3.866564702242613,1,1.599389766342938,28,20,4,0,7,3.866564702242613,11.250779751688242,8.103928638622165
1046,3017,Llorente,Napoli,ITA 1,gold-nr,75,ST,31,76,61,67,33,68,3,3,M/M,Right,"1,572",0,1,17,762,1,1.873421773314476,0,0.5758714154362679,13,12,2,0,1,1.873421773314476,3.4078295789659023,1.56666280888021
1047,3019,Florian Kainz,1. FC Köln,GER 1,gold-nr,75,LM,73,73,72,77,39,61,4,5,M/M,Right,"1,832",0,0,8,454,1,0.5785943409428,0,1.2493051905184984,10,10,1,0,1,0.5785943409428,2.8630507588386536,1.370626077055931
1048,3020,Kyle Walker-Peters,Southampton,ENG 1,gold-nr,75,RB,75,37,66,73,72,66,3,4,H/M,Right,"1,734",0,0,30,2655,0,1.135079527273774,2,1.2537511801347136,18,16,4,0,0,1.135079527273774,8.663987297564745,6.625143991783261
1049,3021,Fabian Balbuena,West Ham United,ENG 1,gold-nr,75,CB,51,40,50,51,76,78,2,3,M/M,Right,"1,545",0,0,14,1197,1,1.0978245548903942,0,0.0,8,0,1,1,1,1.0978245548903942,2.218800287693739,1.9963053427636623
1050,3025,Jeff Hendrick,Newcastle United,ENG 1,gold-nr,75,RM,67,68,74,75,70,75,3,3,M/H,Right,"1,998",0,1,22,1436,2,1.107993796467781,1,1.4332300974056125,10,6,1,1,2,1.107993796467781,3.6056416034698486,1.3866964289918542
1051,3026,Sergino Dest,FC Barcelona,ESP 1,nextgen,75,RB,87,58,71,79,67,63,4,4,H/L,Right,"1,889",0,2,30,1934,2,1.941238450817764,1,2.067865920253098,14,23,1,0,2,1.941238450817764,12.338436584919693,9.082942927256228
1052,3030,Eric Maxim Choupo-Moting,Bayern München,GER 1,champscommon,75,ST,73,72,68,77,37,71,3,4,H/M,Right,"1,799",0,2,22,802,3,4.21333396807313,0,1.3107481682673097,20,12,2,0,3,4.21333396807313,6.4525544829666615,1.0414457265287638
1053,3032,Hatem Ben Arfa,Girondins de Bordeaux,FRA 1,gold-nr,75,CAM,70,74,74,80,31,63,5,4,M/L,Left,"1,845",0,2,24,1719,2,2.136437070555985,4,3.512665360234678,33,32,2,0,2,2.136437070555985,6.777145851403475,3.337308536283672
1054,3033,Sebastien Corchia,FC Nantes,FRA 1,gold-nr,75,RB,72,65,73,74,75,65,3,3,H/M,Right,"1,992",0,3,25,2071,0,0.8775031371042132,1,2.448663217946887,21,27,3,0,0,0.8775031371042132,4.331235941499472,3.269582787528634
1055,3035,Karim Rekik,Sevilla FC,ESP 1,champscommon,75,CB,69,39,58,62,75,77,2,2,M/H,Left,"1,693",0,1,11,648,0,0.0878191478550434,0,0.1345967035740614,2,3,2,0,0,0.0878191478550434,2.165980629622936,2.152377299964428
1056,3056,Nestor Araujo,RC Celta de Vigo,ESP 1,gold-nr,75,CB,67,41,55,59,76,78,2,3,L/M,Right,"1,654",0,0,33,2417,0,0.2892045704647898,0,0.7744474206119776,6,4,5,0,0,0.2892045704647898,6.731792211532593,6.290364317595959
1057,3057,Nemanja Radoja,Levante UD,ESP 1,gold-nr,75,CM,58,61,71,74,73,76,3,4,M/M,Right,"1,844",0,0,21,1118,0,0.1754522891715169,2,0.3974116444587707,6,3,1,0,0,0.1754522891715169,4.97582571208477,4.65388347953558
1058,3058,Erik Thommy,VfB Stuttgart,GER 1,gold-nr,75,LM,79,71,72,77,33,52,3,3,M/M,Right,"1,774",0,0,8,312,0,0.4598511829972267,2,0.8155245874077082,12,5,0,0,0,0.4598511829972267,1.4215824529528618,0.3527394831180572
1059,3059,Daniel Brosinski,1. FSV Mainz 05,GER 1,gold-nr,75,RB,76,61,71,71,72,68,3,3,H/M,Right,"1,994",0,0,21,1437,2,1.852722307667136,1,2.5780369471758604,10,27,0,0,0,0.3371689468622207,5.620029117912054,4.2007964085787535
1060,3060,Aleksandar Dragovic,Bayer 04 Leverkusen,GER 1,gold-nr,75,CB,66,51,60,65,76,75,2,4,M/M,Right,"1,805",0,0,18,1127,1,0.2216038759797811,0,0.4299116646870971,4,6,3,0,1,0.2216038759797811,4.59221301600337,4.11699241399765
1061,3062,Bastian Oczipka,FC Schalke 04,GER 1,gold-nr,75,LB,66,59,72,71,74,76,2,2,H/M,Left,"1,932",0,0,27,1916,0,0.2257222793996334,2,1.7427609208971262,7,24,1,0,0,0.2257222793996334,4.24371924996376,3.4030913710594177
1062,3063,Davide Santon,Roma FC,ITA 1,gold-nr,75,RB,65,58,71,73,74,68,3,3,M/M,Right,"1,889",0,0,10,592,0,0.4958645226433873,1,0.8581854552030563,5,5,3,0,0,0.4958645226433873,2.912957638502121,2.091586194932461
1063,3064,Zinedine Ferhat,Nimes,FRA 1,gold-nr,75,RM,78,61,75,75,27,63,4,4,H/L,Right,"1,689",0,0,33,2960,6,5.5033537009730935,10,6.4108877163380384,61,50,2,0,5,4.743258551694453,16.908774077892303,8.086951637640595
1064,3065,Rick Karsdorp,Roma FC,ITA 1,gold-nr,75,RB,84,63,72,73,71,72,3,3,H/M,Right,"1,954",0,0,34,2552,1,1.177090554498136,6,5.349185362458229,13,26,2,0,1,1.177090554498136,15.11866688169539,10.56031900458038
1065,3066,Tin Jedvaj,Bayer 04 Leverkusen,GER 1,gold-nr,75,CB,68,51,58,64,75,74,2,3,M/M,Right,"1,741",0,0,3,153,0,0.0182138960808515,0,0.0,1,0,0,0,0,0.0182138960808515,0.0229753702878952,0.0229753702878952
1066,3067,Roberto,Real Valladolid,ESP 1,gold-nr,75,GK,78,67,73,79,46,73,1,2,M/M,Right,914,0,0,13,1170,0,0.0,0,0.0,0,0,0,0,0,0.0,1.4142484180629251,1.4142484180629251
1067,3068,Ibrahima Traore,Borussia M'gladbach,GER 1,gold-nr,75,RM,70,69,73,82,44,47,4,3,H/M,Left,"1,858",0,1,7,84,0,0.0,0,0.0784698650240898,0,1,0,0,0,0.0,0.0784698650240898,0.0
1068,3070,Martin Kelly,Crystal Palace,ENG 1,gold-nr,75,CB,50,44,59,61,77,71,2,3,L/M,Right,"1,670",0,0,1,1,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
1069,3071,Anwar El Ghazi,Aston Villa,ENG 1,gold-nr,75,RW,75,75,70,75,32,69,4,4,M/L,Right,"1,781",0,0,28,1612,10,9.037517840974033,0,1.8828656133264303,64,26,2,0,6,5.99284244235605,7.845562790520489,2.691346371546388
1070,3072,Ismael Traore,Angers SCO,FRA 1,gold-nr,75,CB,43,32,57,50,74,84,2,2,M/M,Right,"1,598",0,1,34,2993,3,1.3353071063756945,3,0.7379138022661209,12,9,3,0,3,1.3353071063756945,5.223783392459154,4.92515798471868
1071,3073,Andres Cubas,Nimes,FRA 1,gold-nr,75,CDM,69,52,68,73,75,57,3,2,H/M,Right,"1,839",0,0,27,2270,1,0.3502105306833982,0,0.5225258739665151,11,10,4,1,1,0.3502105306833982,5.705083752050996,5.419241702184081
1072,3074,Mattia Zaccagni,Hellas Verona,ITA 1,gold-nr,75,CF,69,68,73,76,62,61,3,3,H/M,Right,"1,844",0,1,36,2656,6,4.105168426409364,5,5.839982064440846,31,38,6,0,5,3.343909526243806,15.248101603239776,8.215992787852883
1073,3075,Demarai Gray,Leicester City,ENG 1,gold-nr,75,LM,87,68,67,80,37,55,4,3,M/M,Right,"1,743",0,2,1,17,0,0.0579720586538314,0,0.0,1,0,0,0,0,0.0579720586538314,0.0270334370434284,0.0270334370434284
1074,3077,Matt Phillips,West Bromwich Albion,ENG 1,gold-nr,75,RM,81,70,71,74,43,70,4,4,H/M,Right,"1,816",0,0,33,1823,2,2.9235169077292085,1,3.245671344920993,22,25,1,0,2,2.9235169077292085,7.040551715530455,2.6132307648658752
1075,3078,Javairo Dilrosun,Hertha BSC,GER 1,gold-nr,75,LM,84,65,65,79,44,53,4,2,M/L,Left,"1,698",0,0,12,514,0,0.3474683109670877,1,0.2677016165107488,8,5,0,0,0,0.3474683109670877,1.3108761319890618,0.8114567324519157
1076,3080,Christian Kouame,Fiorentina,ITA 1,gold-nr,75,ST,83,71,62,75,41,68,3,4,H/M,Right,"1,781",0,0,33,966,1,3.507577992975712,1,1.1993616726249456,17,12,4,0,1,3.507577992975712,4.358874421566725,0.4972750395536423
1077,3082,Deyovaisio Zeefuik,Hertha BSC,GER 1,gold-nr,75,RB,77,39,61,70,72,82,2,3,M/H,Right,"1,793",0,0,22,911,1,0.1658796705305576,0,0.988449038937688,3,12,2,1,1,0.1658796705305576,1.8167083710432053,0.8241267241537571
1078,3083,Brais Mendez,RC Celta de Vigo,ESP 1,gold-nr,75,RM,72,74,75,73,50,63,4,3,M/M,Left,"1,854",0,0,34,2693,9,7.978695452213287,0,2.9397232718765736,50,19,7,0,8,7.235417816787958,16.74694762006402,9.002290634438396
1079,3084,Dimitri Foulquier,Granada CF,ESP 1,gold-nr,75,RM,76,63,70,74,73,78,3,3,M/M,Right,"1,919",0,0,32,2688,0,0.7461694478988647,4,1.359525753185153,8,10,7,0,0,0.7461694478988647,4.271014019846916,2.953731879591942
1080,3087,Baptiste Reynet,Nimes,FRA 1,gold-nr,75,GK,74,72,74,77,45,75,1,3,M/M,Right,805,0,2,38,3420,0,0.0606605922803282,0,0.2765451055020094,2,3,3,0,0,0.0606605922803282,2.2159070540219545,1.9393619485199447
1081,3088,Jordan Torunarigha,Hertha BSC,GER 1,gold,75,CB,74,34,64,63,77,74,2,2,H/M,Left,"1,685",0,0,14,971,0,0.1476941518485546,0,0.4518662691116333,4,3,5,0,0,0.1476941518485546,2.820356484502554,2.478442575782537
1082,3089,Dan Burn,Brighton,ENG 1,gold-nr,75,CB,53,33,59,58,75,80,2,3,H/M,Left,"1,574",0,0,27,2059,1,1.078170056454837,0,0.9778604349121452,17,10,5,0,1,1.078170056454837,4.978818271309137,4.17619202286005
1083,3090,Juanmi,Real Betis Balompié,ESP 1,gold-nr,75,LW,72,75,67,76,30,55,3,3,M/M,Right,"1,762",0,0,16,600,2,3.075911670923233,0,0.0456148134544491,14,2,1,0,2,3.075911670923233,2.599300350993872,0.8825418101623654
1084,3091,Amadou Diawara,Roma FC,ITA 1,gold-nr,75,CDM,62,54,70,75,72,71,3,3,M/H,Right,"1,828",0,0,18,646,1,0.929735267534852,0,0.2854788601398468,7,1,2,1,1,0.929735267534852,3.4258931167423725,2.4961578585207462
1085,3093,Maxime Lopez,Olympique de Marseille,FRA 1,gold-nr,75,CM,70,67,77,78,65,55,4,3,M/M,Right,"1,974",0,1,4,135,0,0.0,0,0.0737763941287994,0,1,1,0,0,0.0,0.365387000143528,0.2916106060147285
1086,3094,Tom Davies,Everton,ENG 1,gold-nr,75,CM,65,63,73,75,69,72,3,3,H/M,Right,"1,894",0,0,25,1433,0,0.1774021964520216,1,0.9561843797564508,7,6,3,0,0,0.1774021964520216,3.188047233968973,2.69048634916544
1087,3095,Fabien Centonze,FC Metz,FRA 1,gold-nr,75,RB,79,50,68,72,70,77,2,2,H/M,Right,"1,879",0,0,36,3223,1,1.1870366930961609,0,2.4694059398025274,24,22,9,0,1,1.1870366930961609,7.729228892363608,5.53351937700063
1088,3112,Jack Stephens,Southampton,ENG 1,gold-nr,75,CB,59,42,61,67,77,71,2,2,M/M,Right,"1,715",0,0,18,1544,0,0.8943033330142498,0,0.4556563608348369,6,6,2,0,0,0.8943033330142498,3.081087851896882,2.751403072848916
1089,3113,Kevin Lasagna,Udinese,ITA 1,gold,75,ST,90,73,60,77,29,61,3,3,H/M,Left,"1,745",0,1,36,2372,4,11.374924171715977,1,3.267692799679935,72,25,1,0,4,11.374924171715977,15.326302723959088,1.6668750727549195
1090,3114,Leonardo Pavoletti,Cagliari,ITA 1,gold-nr,75,ST,52,74,51,68,37,70,3,3,H/L,Right,"1,637",0,0,33,1576,4,7.449655855074525,3,1.420117225497961,44,12,8,0,4,7.449655855074525,8.040112026035786,1.0224450286477804
1091,3116,Sam Johnstone,West Bromwich Albion,ENG 1,gold-nr,75,GK,79,74,70,77,42,73,1,3,M/M,Right,863,0,0,37,3330,0,0.0,1,0.1101169809699058,0,1,1,0,0,0.0,2.627215836197138,2.517098855227232
1092,3117,Dominique Heintz,SC Freiburg,GER 1,gold-nr,75,CB,61,37,60,60,74,79,2,3,M/M,Left,"1,651",0,0,21,1360,0,0.0885163722559809,0,0.3227325966581702,3,3,3,0,0,0.0885163722559809,2.394564942456782,2.336524714715779
