Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats

Gabriel Brazao,Inter,ITA 1,silver-nr,66,GK,950,65,63,60,70,28,66,1,4,M/M,Right,623

Sebastian Cabrera,Club Deportivo Palestino,ARG 1,sudamericana,66,LB,200,71,38,58,63,61,62,2,3,M/M,Left,"1,601"

Marcel Mehlem,SC Paderborn 07,GER 3,silver-nr,66,CDM,250,78,38,55,63,63,75,2,4,M/H,Right,"1,641"

Scott Kashket,Crewe Alexandra,ENG 4,silver,66,ST,350,84,65,57,69,27,57,3,3,M/M,Left,"1,613"

Danny Andrew,Fleetwood Town,ENG 4,silver-nr,66,LWB,250,69,46,62,62,61,66,2,2,M/M,Left,"1,681"

Jose Ariel Nunez,12 de Octubre FC,ARG 1,sudamericana,66,ST,200,65,68,43,62,27,55,2,3,H/L,Right,"1,461"

Tomi Juric,Macarthur FC,AUS 1,silver-nr,66,ST,200,62,69,55,63,45,77,3,4,H/L,Right,"1,678"

Chris Ramos,CD Lugo,ESP 2,silver,66,ST,450,84,63,48,66,27,64,3,3,M/M,Right,"1,519"

Neto Volpi,Peñarol,ARG 1,sudamericana,66,GK,650,65,65,69,67,49,65,1,2,M/M,Right,870

Pierre Lemonnier,En Avant Guingamp,FRA 2,silver-nr,66,CB,350,58,28,41,50,66,72,2,3,M/M,Right,"1,388"

Sergiu Bus,Seongnam FC,KOR 1,silver-nr,66,ST,300,68,66,57,61,43,71,3,3,H/L,Right,"1,666"

Sergio Quiroga,Club Atletico Sarmiento,ARG 1,silver-nr,66,CAM,450,75,55,65,69,60,58,2,3,H/M,Right,"1,718"

Benjamin Rollheiser,River Plate,CON1,libertadores,66,RW,900,78,62,60,71,32,50,3,2,M/M,Left,"1,612"

Richard Tait,St. Mirren,SCO 1,silver-nr,66,LB,200,67,36,57,62,61,74,2,4,H/H,Right,"1,605"

Beni Baningime,Heart of Midlothian,SCO 1,silver-nr,66,CDM,200,54,46,62,65,66,60,2,3,M/H,Right,"1,625"

Marian Aioani,FC Farul Constanta,ROM 1,silver-nr,66,GK,200,67,62,62,68,24,66,1,2,M/M,Right,652

Mathias Rasmussen,SK Brann,NOR 1,silver,66,LW,350,74,58,64,69,61,60,3,3,M/M,Left,"1,775"

Facundo Altamirano,Banfield,ARG 1,silver-nr,66,GK,1K,67,66,66,67,45,63,1,3,M/M,Right,849

Denis Will Poha,Vitória Guimarães,POR 1,silver-nr,66,CM,700,74,61,66,68,63,70,3,3,M/M,Right,"1,832"

Dylan Chambost,ESTAC Troyes,FRA 1,silver-nr,66,CAM,1.6K,64,64,66,66,52,65,3,2,H/M,Left,"1,715"

Valera,Real Sociedad B,ESP 2,silver-nr,66,RM,200,80,60,61,67,26,47,4,3,M/M,Left,"1,525"

Michael Schultz,Eintracht Braunschweig,GER 3,silver-nr,66,CB,400,53,26,41,51,65,73,2,3,M/M,Right,"1,310"

Rodrigo Pineiro,Nashville SC,USA 1,silver-nr,66,RW,700,81,60,62,68,26,53,3,3,M/M,Right,"1,543"

Verdasca,Śląsk Wrocław,POL 1,silver-nr,66,CB,500,67,36,49,55,64,77,2,3,M/M,Right,"1,554"

Steven Zellner,1. FC Saarbrücken,GER 3,silver,66,CB,600,84,50,59,60,64,76,2,4,M/M,Right,"1,721"

Sebastien Cibois,Stade Brestois 29,FRA 1,silver-nr,66,GK,1K,67,64,66,71,34,61,1,3,M/M,Right,691

Christian Dahle Borchgrevink,Vålerenga Fotball,NOR 1,silver-nr,66,RB,200,71,50,61,61,61,66,3,4,H/M,Right,"1,692"

Jesper Verlaat,SV Waldhof Mannheim,GER 3,silver,66,CB,400,49,26,43,47,66,75,2,3,M/M,Right,"1,317"

Patrick Gobel,FSV Zwickau,GER 3,silver-nr,66,RB,250,76,52,65,67,57,64,3,3,H/M,Right,"1,758"

Andre Santos,Grasshopper Club Zurich,CHE 1,silver-nr,66,CM,550,47,63,66,68,63,64,3,3,M/H,Right,"1,773"

Derrick Etienne Jr.,Columbus Crew SC,USA 1,silver-nr,66,RM,1K,79,58,59,69,39,63,3,3,M/M,Right,"1,641"

Aleksandar Jovanovic,Macarthur FC,AUS 1,silver,66,CB,450,59,28,35,41,69,77,2,2,L/H,Right,"1,345"

Mario Rondon,Radomiak Radom,POL 1,silver-nr,66,ST,200,60,64,64,66,28,74,3,3,H/L,Right,"1,695"

Marvin Loria,Portland Timbers,USA 1,silver-nr,66,RM,600,79,63,61,68,41,58,3,4,H/H,Left,"1,644"

Dion Sanderson,Birmingham City,ENG 2,silver-nr,66,CB,700,73,40,51,58,66,71,2,3,M/M,Right,"1,557"

Tomoya Koyamatsu,Sagan Tosu,JPN 1,silver-nr,66,LM,200,73,63,65,68,26,53,3,4,M/M,Right,"1,615"

Sondre Bjorshol,Viking FK,NOR 1,silver-nr,66,RB,200,76,27,55,61,60,71,2,2,H/M,Right,"1,509"

Ayrton Costa,Independiente,ARG 1,sudamericana,66,CB,500,70,28,56,61,66,70,2,3,M/H,Left,"1,574"

Matt Macey,Hibernian,SCO 1,silver-nr,66,GK,450,67,66,65,66,39,66,1,2,M/M,Right,767

Kyle Knoyle,Doncaster Rovers,ENG 4,silver,66,RB,750,85,46,55,64,58,71,2,3,M/M,Right,"1,646"

Sebastian Mrowca,SV Wehen Wiesbaden,GER 3,silver-nr,66,RB,200,74,48,58,62,62,75,2,3,M/M,Right,"1,695"

Yu Hai,Shanghai SIPG,CHN 1,silver,66,CB,700,70,57,65,69,66,71,3,2,H/M,Left,"1,835"

Iasmin Latovlevici,CFR Cluj,ROM 1,silver,66,LB,,66,63,66,66,66,65,3,3,M/H,Left,"1,833"

Sam Vokes,Wycombe Wanderers,ENG 4,silver-nr,66,ST,200,45,68,56,58,43,76,2,3,M/M,Right,"1,654"

Bruno Pinatares,Barcelona Guayaquil,CON1,libertadores,66,CDM,700,59,51,60,61,62,68,2,3,M/H,Right,"1,617"

Manfred Gollner,Hartberg,AUT 1,silver-nr,66,CB,250,53,23,44,54,67,73,2,3,M/M,Left,"1,375"

Juanma,Avispa Fukuoka,JPN 1,silver,66,ST,400,53,65,52,57,36,76,2,3,H/L,Right,"1,488"

Bryan Reynolds,Roma FC,ITA 1,silver-nr,66,RWB,900,70,47,59,60,62,63,2,3,M/M,Right,"1,592"

Ulises Segura,Austin FC,USA 1,silver-nr,66,RM,600,63,63,66,67,55,66,3,3,H/H,Right,"1,766"

Xie Pengfei,Shijiazhuang Ever Bright F.C.,CHN 1,silver-nr,66,RM,1.9K,78,61,59,66,46,63,3,3,M/H,Left,"1,670"

Kike Hermoso,Real Betis Balompié,ESP 1,silver-nr,66,CB,1.5K,63,29,45,44,68,63,2,2,L/H,Right,"1,403"

Pablo Martinez,Levante UD,ESP 1,silver-nr,66,LM,1.7K,66,56,67,64,58,60,2,3,H/M,Right,"1,705"

Tibo Persyn,Club Brugge,BEL 1,silver-nr,66,RM,750,83,51,61,65,49,61,3,3,H/H,Right,"1,612"

Joel Sanchez,Melgar FBC,ARG 1,sudamericana,66,CAM,300,81,62,62,67,32,62,3,3,H/M,Right,"1,646"

Yannis Clementia,SM Caen,FRA 2,silver-nr,66,GK,300,67,64,63,67,38,66,1,2,M/M,Right,721

Chiedozie Ogbene,Rotherham United,ENG 4,silver,66,RM,400,90,57,57,67,38,69,3,4,H/H,Right,"1,639"

Fabiano Souza,Braga,POR 1,silver-nr,66,RB,700,80,34,46,60,61,65,2,2,H/M,Right,"1,543"

Kyohei Yoshino,Vegalta Sendai,JPN 1,silver-nr,66,CB,300,63,23,45,49,65,71,2,3,M/H,Right,"1,374"

Liliu,Sport Huancayo,ARG 1,sudamericana,66,ST,300,74,65,56,70,33,59,3,4,M/M,Left,"1,622"

Arnaldo Gimenez,Jorge Wilstermann,ARG 1,sudamericana,66,GK,200,62,65,67,69,47,62,1,2,M/M,Left,809

Richard Magyar,Hammarby IF,SWE 1,silver-nr,66,CB,300,48,38,52,48,65,75,2,2,M/M,Right,"1,487"

Shandon Baptiste,Brentford,ENG 1,silver-nr,66,CM,3.9K,65,52,62,69,64,66,3,4,M/M,Right,"1,687"

Ahmet Arslan,Holstein Kiel,GER 3,silver-nr,66,CM,350,68,63,65,70,56,62,3,4,M/H,Right,"1,754"

Wang Shangyuan,Henan Jianye F.C.,CHN 1,silver,66,CB,850,73,60,61,68,64,80,3,3,M/M,Right,"1,875"

Zhang Chi,Shandong Luneng Taishan,CHN 1,silver-nr,66,RB,700,68,56,60,59,64,69,2,4,M/H,Right,"1,670"

Wes Burns,Ipswich Town,ENG 4,silver,66,RM,450,91,58,57,65,56,61,3,3,H/H,Right,"1,726"

Aliou Badji,Amiens SC,FRA 2,silver,66,ST,400,83,66,41,64,26,80,3,3,M/L,Right,"1,549"

Tomasz Jodlowiec,Piast Gliwice,POL 1,silver,66,CDM,450,37,49,62,57,64,76,2,3,M/H,Right,"1,619"

Jay-Roy Grot,Viborg FF,DEN 1,silver,66,ST,400,78,65,59,61,47,82,3,2,M/M,Right,"1,691"

Ramazan Civelek,Kayserispor,TUR 1,silver-nr,66,RB,700,78,56,63,70,61,57,3,3,H/H,Right,"1,753"

Abdulaziz Al Bishi,Al Ittihad,SAU 1,silver,66,RM,500,86,55,61,69,27,64,3,3,M/L,Left,"1,635"

Jordan Willis,Sunderland,ENG 4,silver,66,CB,900,78,25,48,59,65,72,2,3,L/H,Right,"1,542"

Matias Orihuela,Atlético Tucumán,ARG 1,silver-nr,66,LB,500,68,50,62,67,62,55,3,2,M/M,Left,"1,644"

Jonathan Meier,Hansa Rostock,GER 3,silver-nr,66,LWB,400,73,44,59,62,61,64,2,3,M/M,Left,"1,599"

Renato Solis,Club Sporting Cristal,CON1,libertadores,66,GK,500,66,69,60,65,40,64,1,2,M/M,Right,733

Scott Jamieson,Melbourne City,AUS 1,silver,66,LB,450,64,52,61,61,63,78,2,3,H/M,Left,"1,735"

Pawel Stolarski,Pogoń Szczecin,POL 1,silver-nr,66,RB,450,83,51,61,64,57,66,2,3,M/M,Right,"1,669"

Anssi Jaakkola,Bristol Rovers,ENG 4,silver-nr,66,GK,200,66,64,60,65,58,66,1,1,M/M,Right,856

Josip Sutalo,Dinamo Zagreb,CRO 1,silver-nr,66,CB,1.3K,65,27,42,51,66,73,2,3,L/M,Right,"1,406"

Rasmus Nicolaisen,Toulouse FC,FRA 2,silver-nr,66,CB,250,61,41,50,55,65,73,2,3,M/M,Left,"1,519"

Nathan De Medina,Arminia Bielefeld,GER 1,silver-nr,66,CB,750,70,40,56,62,65,67,2,2,M/M,Right,"1,564"

Muammer Yildirim,Sivasspor,TUR 1,silver-nr,66,GK,450,68,66,60,66,26,66,1,2,M/M,Left,633

Nicolo Manfredini,Benevento,ITA 1,silver-nr,66,GK,1.2K,69,64,63,68,45,63,1,2,M/M,Right,742

Maximiliano Caufriez,Spartak Moskva,RUS 1,silver-nr,66,CB,600,57,25,55,56,66,70,2,3,H/M,Right,"1,406"

Aldair Quintana,Atlético Nacional,CON1,libertadores,66,GK,650,67,63,63,70,22,61,1,2,M/M,Left,609

Danny Hoesen,Austin FC,USA 1,silver-nr,66,ST,600,71,66,56,67,35,69,4,3,H/M,Right,"1,676"

Jordy Wehrmann,FC Luzern,CHE 1,silver-nr,66,CDM,300,65,55,64,65,61,61,2,3,M/H,Right,"1,682"

Valentin Burgoa,Godoy Cruz,ARG 1,silver-nr,66,CAM,450,78,55,59,72,54,60,3,3,H/M,Left,"1,701"

Fredrik Oldrup Jensen,Vålerenga Fotball,NOR 1,silver-nr,66,CDM,200,54,50,64,61,63,68,2,3,M/M,Right,"1,669"

Daam Foulon,Benevento,ITA 1,silver-nr,66,LB,200,72,32,64,64,61,66,2,3,M/M,Left,"1,631"

Kazuki Kozuka,Kawasaki Frontale,JPN 1,silver-nr,66,CF,200,77,58,67,67,40,56,3,3,M/H,Right,"1,654"

Doke Schmidt,SC Cambuur,NED 1,silver-nr,66,RB,900,55,50,57,60,66,72,2,3,M/M,Right,"1,644"

Sikou Niakate,FC Metz,FRA 1,silver-nr,66,CB,1.1K,68,28,44,61,65,78,2,3,H/M,Left,"1,493"

Mark Tamas,Śląsk Wrocław,POL 1,silver-nr,66,CB,200,63,28,49,41,65,71,2,4,L/M,Left,"1,401"

Tomas Hajek,Vitesse,NED 1,silver-nr,66,CB,750,50,27,48,38,67,66,2,3,M/M,Left,"1,346"

Conor Grant,Plymouth Argyle,ENG 4,silver-nr,66,CM,350,68,60,66,66,61,71,3,3,M/M,Left,"1,795"

Andre Moreira,Grasshopper Club Zurich,CHE 1,silver-nr,66,GK,650,66,67,66,67,53,63,1,2,M/M,Right,830

Rodrigo Contreras,Defensa y Justicia,CON1,libertadores,66,ST,400,71,65,51,64,32,71,2,2,M/L,Left,"1,573"

Arianit Ferati,Fortuna Sittard,NED 1,silver-nr,66,CAM,500,73,56,69,72,38,50,4,4,M/M,Left,"1,671"

Marco Meilinger,Altach,AUT 1,silver-nr,66,RM,200,69,62,67,67,33,63,4,3,H/M,Left,"1,648"

Michael Svoboda,Venezia,ITA 1,silver,66,CDM,1K,58,41,53,58,65,77,2,2,M/M,Right,"1,485"

Niall McGinn,Aberdeen,SCO 1,silver-nr,66,LM,200,72,63,63,69,34,59,3,5,M/L,Right,"1,672"

Erhun Oztumer,Fatih Karagümrük S.K.,TUR 1,silver-nr,66,CAM,650,70,64,65,70,30,50,4,2,H/M,Left,"1,699"

Viktor Johansson,Rotherham United,ENG 4,silver-nr,66,GK,200,67,65,65,68,32,67,1,3,M/M,Right,590

Jonathan Augustinsson,Rosenborg BK,NOR 1,silver-nr,66,LB,200,78,49,62,63,59,72,2,4,M/M,Left,"1,700"

Pape Habib Gueye,Kortrijk,BEL 1,silver-nr,66,ST,400,75,64,54,67,21,73,3,3,H/M,Right,"1,590"

Marin Anicic,Konyaspor,TUR 1,silver-nr,66,CB,700,52,33,45,40,67,71,2,3,M/M,Left,"1,399"

Moritz Jenz,FC Lorient,FRA 1,silver-nr,66,CB,2.9K,64,29,45,46,66,76,2,3,M/M,Right,"1,391"

Braian Aguirre,Lanús,ARG 1,sudamericana,66,RB,200,68,37,47,59,65,68,2,3,M/M,Right,"1,544"

Dennis Erdmann,1. FC Saarbrücken,GER 3,silver,66,CB,550,53,40,49,50,61,86,2,4,M/H,Right,"1,543"

Joe Morrell,Portsmouth,ENG 4,silver-nr,66,CM,550,68,54,65,70,51,51,3,3,M/M,Right,"1,665"

Francesco Di Tacchio,Salernitana,ITA 1,silver,66,CM,950,51,50,58,59,64,86,2,3,M/H,Left,"1,693"

Joel Zwarts,Jahn Regensburg,GER 3,silver,66,ST,500,82,65,51,64,23,71,3,3,H/M,Left,"1,541"

Ufuk Akyol,Antalyaspor,TUR 1,silver-nr,66,CM,600,67,49,63,67,66,69,2,2,M/M,Right,"1,695"

Mohammed Al Fatil,Al Nassr,SAU 1,silver-nr,66,CB,750,52,25,47,47,67,70,2,3,M/M,Right,"1,370"

Brad Stuver,Austin FC,USA 1,silver-nr,66,GK,650,68,65,65,66,47,65,1,1,M/M,Right,793

Luis Paz,América de Cali,CON1,libertadores,66,CDM,750,62,53,58,61,66,73,2,3,L/H,Right,"1,690"

Angelo Pizzorno,SD Aucas,ARG 1,sudamericana,66,CB,200,69,36,50,55,68,65,2,3,M/M,Left,"1,484"

Benat Prados,Athletic Club de Bilbao,ESP 1,silver-nr,66,CM,1.6K,66,65,65,68,60,52,3,3,L/L,Right,"1,690"

Rok Vodisek,Genoa,ITA 1,silver-nr,66,GK,1K,68,62,61,69,47,63,1,3,M/M,Right,665

Cameron Brannagan,Oxford United,ENG 4,silver-nr,66,CM,350,63,65,69,65,61,67,3,3,M/M,Right,"1,820"

Bongani Sam,Orlando Pirates,ZAF 1,silver-nr,66,LB,600,75,30,54,62,63,60,2,3,M/M,Left,"1,507"

Logan Ndenbe,En Avant Guingamp,FRA 2,silver-nr,66,LB,250,76,30,58,66,61,69,2,3,M/M,Left,"1,613"

Dimitri Cavare,FC Sion,CHE 1,silver,66,RB,500,69,52,60,62,64,78,3,2,M/M,Right,"1,713"

Emeric Dudouit,USL Dunkerque,FRA 2,silver-nr,66,CDM,250,63,51,63,61,64,72,2,3,M/M,Right,"1,742"

Felipe Araruna,Reading,ENG 2,silver-nr,66,RB,850,72,32,61,64,61,60,2,2,M/M,Right,"1,572"

Yamato Machida,Oita Trinita,JPN 1,silver,66,CF,300,90,58,63,67,40,47,3,3,H/M,Right,"1,695"

Maguinho,Yokohama FC,JPN 1,silver,66,RB,900,86,52,57,67,58,66,3,3,H/M,Right,"1,710"

Anthony Fontana,Philadelphia Union,USA 1,silver-nr,66,CAM,600,72,63,62,68,46,61,2,4,H/M,Right,"1,704"

Zander Clark,St. Johnstone,SCO 1,silver-nr,66,GK,200,64,62,69,72,31,68,1,2,M/M,Right,782

Sasa Balic,Zagłębie Lubin,POL 1,silver-nr,66,LB,300,68,38,52,57,64,74,2,3,H/H,Left,"1,588"

Mark Travers,Bournemouth,ENG 2,silver-nr,66,GK,1.1K,67,66,64,66,40,65,1,2,M/M,Right,758

Conrado,Lechia Gdańsk,POL 1,silver-nr,66,LB,450,81,56,59,66,59,59,3,3,H/M,Left,"1,714"

Dave Gnaase,1. FC Saarbrücken,GER 3,silver-nr,66,CDM,200,80,53,61,65,60,73,3,3,M/H,Right,"1,758"

Josh Sheehan,Bolton Wanderers,ENG 4,silver-nr,66,CDM,200,79,53,61,67,61,70,3,3,M/M,Right,"1,773"

Connor McLennan,Aberdeen,SCO 1,silver-nr,66,RM,200,81,60,59,64,45,62,3,3,H/M,Right,"1,631"

Emil Ceide,Rosenborg BK,NOR 1,silver-nr,66,LW,200,83,50,57,73,33,50,4,2,M/M,Right,"1,509"

Kim Tae Hwan,Suwon Bluewings,KOR 1,silver-nr,66,RWB,200,76,39,52,59,63,73,3,3,M/M,Right,"1,609"

Hiromu Mitsumaru,Kashiwa Reysol,JPN 1,silver-nr,66,LB,250,79,29,57,56,61,64,2,3,H/M,Left,"1,546"

Fortuno,RCD Espanyol,ESP 1,silver-nr,66,GK,1.5K,65,64,63,67,42,66,1,3,M/M,Right,732

Daiki Watari,Avispa Fukuoka,JPN 1,silver-nr,66,CF,200,70,66,58,67,32,64,3,3,H/M,Right,"1,629"

Julian Faye Lund,Rosenborg BK,NOR 1,silver-nr,66,GK,400,65,63,62,68,43,65,1,2,M/M,Right,814

Robbin Ruiter,Willem II,NED 1,silver-nr,66,GK,600,67,60,65,64,40,69,1,2,M/M,Right,820

Fidel Escobar,AD Alcorcón,ESP 2,silver,66,CB,500,77,41,40,46,64,79,2,2,M/M,Right,"1,559"

Shkelqim Demhasaj,Grasshopper Club Zurich,CHE 1,silver-nr,66,ST,200,64,69,46,65,29,58,2,3,M/M,Right,"1,484"

Kohei Tezuka,Yokohama FC,JPN 1,silver-nr,66,CDM,400,73,50,68,62,60,63,2,3,M/M,Left,"1,712"

Wouter Biebauw,Beerschot,BEL 1,silver-nr,66,GK,400,63,70,65,60,31,73,1,3,M/M,Right,731

Kilian Fischer,1. FC Nürnberg,GER 3,silver-nr,66,RB,450,73,38,60,64,62,67,2,4,H/M,Right,"1,582"

Sam Vines,Antwerp,BEL 1,silver-nr,66,LB,650,71,33,54,63,63,68,2,2,M/M,Left,"1,561"

Corey Baird,Houston Dynamo,USA 1,silver-nr,66,ST,850,77,64,55,65,32,68,2,4,H/M,Right,"1,622"

Ismael Boura,RC Lens,FRA 1,silver-nr,66,LWB,9.8K,67,47,53,69,62,58,3,2,H/M,Left,"1,584"

Dylan Gissi,Unión de Santa Fé,ARG 1,sudamericana,66,CB,300,37,46,58,55,64,78,2,3,L/M,Right,"1,565"

Cristian Gonzalez,Santa Clara,POR 1,silver-nr,66,CB,600,66,35,54,56,66,66,2,3,M/H,Right,"1,542"

Frederik Brandhof,Aarhus GF,DEN 1,silver-nr,66,CM,200,69,59,66,67,58,76,2,3,H/H,Right,"1,789"

Michael Covea,Rosario Central,ARG 1,sudamericana,66,RM,300,80,54,61,68,29,56,3,3,M/M,Right,"1,556"

Riquelme,CD Mirandés,ESP 2,silver-nr,66,RM,400,76,62,57,69,40,53,3,3,M/M,Right,"1,620"

Yuta Imazu,Sanfrecce Hiroshima,JPN 1,silver-nr,66,CB,250,57,33,49,46,66,71,2,3,M/M,Right,"1,451"

Guillermo Molins,Sarpsborg 08,NOR 1,silver-nr,66,ST,200,50,67,64,68,44,78,3,2,M/M,Right,"1,699"

James Shea,Luton Town,ENG 2,silver-nr,66,GK,1.4K,65,64,58,67,27,67,1,2,M/M,Right,667

Wilfrid Kaptoum,New England Revolution,USA 1,silver-nr,66,CM,700,58,58,65,71,59,62,3,3,M/M,Right,"1,702"

Achraf El Bouchataoui,RKC Waalwijk,NED 1,silver-nr,66,CM,700,67,52,67,68,55,63,3,3,M/M,Right,"1,732"

Dominique Badji,Colorado Rapids,USA 1,silver-nr,66,ST,700,75,62,47,66,38,75,3,3,M/L,Right,"1,598"

Abel Mabaso,Orlando Pirates,ZAF 1,silver-nr,66,RB,250,69,42,64,57,65,64,2,5,H/H,Right,"1,637"

Duckens Nazon,US Quevilly Rouen Metropole,FRA 2,silver-nr,66,ST,250,75,65,47,66,24,63,3,3,H/L,Right,"1,500"

Guillaume Francois,Royale Union Saint-Gilloise,BEL 1,silver-nr,66,RB,600,70,57,61,67,64,66,3,4,H/M,Right,"1,776"

Yuki Kakita,Tokushima Vortis,JPN 1,silver-nr,66,ST,200,78,64,57,62,42,73,2,3,H/M,Right,"1,661"

Julien Dacosta,Coventry City,ENG 2,silver-nr,66,RWB,650,77,34,58,64,59,71,3,3,H/M,Right,"1,607"

Tommaso Morosini,AC Monza,ITA 1,silver-nr,66,CM,850,67,61,63,64,61,67,2,2,M/M,Right,"1,699"

Flavio Santos,FC Juárez,MEX 1,silver-nr,66,CAM,700,67,63,65,70,41,64,3,3,M/M,Right,"1,706"

Jason Davidson,Melbourne Victory,AUS 1,silver-nr,66,LWB,200,66,50,60,65,60,65,3,2,H/M,Left,"1,652"

Martin Garcia,Club Atletico Sarmiento,ARG 1,silver-nr,66,RB,1.4K,75,44,59,65,60,65,2,3,M/M,Right,"1,645"

Emir Karic,SV Darmstadt 98,GER 3,silver-nr,66,LB,300,76,43,57,60,60,74,2,3,H/M,Left,"1,592"

Callum Johnson,Fleetwood Town,ENG 4,silver-nr,66,RB,200,71,46,59,63,60,73,2,3,M/M,Right,"1,663"

Jacob Storevik,Sandefjord Fotball,NOR 1,silver-nr,66,GK,200,68,63,59,67,36,65,1,2,M/M,Right,765

Philipp Ochs,Hannover 96,GER 3,silver,66,LB,500,72,63,64,69,61,61,3,3,H/M,Left,"1,801"

Vinko Medimorec,UTA Arad,ROM 1,silver-nr,66,CB,200,70,38,34,41,67,71,2,2,M/H,Right,"1,435"

Wes Hoolahan,Cambridge United,ENG 4,silver-nr,66,CAM,300,51,65,68,69,48,39,3,3,M/L,Left,"1,639"

Andreas Eines Hopmark,Kristiansund BK,NOR 1,silver,66,CDM,350,37,42,55,56,65,77,2,3,L/H,Right,"1,485"

Luis Enrique Hurtado,Club Deportivo Guabira,ARG 1,sudamericana,66,LM,450,65,64,67,64,62,61,3,3,H/M,Left,"1,751"

William Boyle,Cheltenham Town,ENG 4,silver-nr,66,CB,300,56,29,41,49,65,76,2,3,M/M,Left,"1,382"

Taylor Richards,Brighton & Hove Albion,ENG 1,silver-nr,66,CAM,3.9K,73,62,63,68,51,66,3,3,H/M,Left,"1,712"

Aurelien Collin,Philadelphia Union,USA 1,silver-nr,66,CB,800,34,46,52,50,62,75,2,3,L/H,Right,"1,497"

Mo Adams,Atlanta United FC,USA 1,silver-nr,66,CDM,1K,64,48,53,64,67,69,2,3,M/H,Right,"1,636"

Bryan Henning,Eintracht Braunschweig,GER 3,silver-nr,66,CM,250,71,52,59,71,60,68,3,3,M/H,Right,"1,712"

Marcos Urena,Central Coast Mariners,AUS 1,silver-nr,66,ST,200,81,62,59,70,37,68,3,3,H/M,Right,"1,682"

Robert Hernandez,Always Ready,CON1,libertadores,66,RM,1.5K,71,57,61,68,41,63,3,3,M/L,Right,"1,615"

Michael Smith,Heart of Midlothian,SCO 1,silver-nr,66,RB,200,68,43,61,64,62,73,2,4,H/H,Right,"1,694"

Steffen Puttkammer,SV Meppen,GER 3,silver-nr,66,CB,300,41,26,45,45,66,74,2,1,M/M,Right,"1,342"

Liam Millar,FC Basel,CHE 1,silver-nr,66,LM,200,81,61,59,68,22,58,3,3,H/M,Right,"1,534"

Redouane Kerrouche,USL Dunkerque,FRA 2,silver-nr,66,CM,300,65,54,62,66,65,68,3,3,M/M,Left,"1,708"

Franco Quinteros,Banfield,ARG 1,silver-nr,66,LB,350,67,42,54,63,63,56,2,2,M/H,Left,"1,549"

Stefan Haudum,Altach,AUT 1,silver-nr,66,CDM,200,59,52,61,60,63,69,2,3,M/M,Right,"1,634"

Hugo Sousa,Sepsi OSK,ROM 1,silver-nr,66,RB,550,64,46,56,55,65,71,2,3,H/H,Right,"1,613"

Hugo Fernandez,Defensa y Justicia,CON1,libertadores,66,LM,800,76,59,63,65,43,55,3,2,H/M,Left,"1,581"

Liam Donnelly,Motherwell,SCO 1,silver-nr,66,CDM,350,64,65,61,63,64,72,2,3,M/M,Right,"1,802"

Nicolas Lemaitre,US Quevilly Rouen Metropole,FRA 2,silver-nr,66,GK,300,67,62,64,67,33,66,1,2,M/M,Right,687

Luis Perea,CD Leganés,ESP 2,silver-nr,66,CDM,250,53,54,61,65,62,71,2,3,M/M,Right,"1,623"

Lloyd Palun,Sporting Club de Bastia,FRA 2,silver-nr,66,LB,200,68,48,57,59,64,71,2,3,M/H,Right,"1,671"

Sebastian Meza,Huracán,ARG 1,sudamericana,66,GK,200,69,62,59,68,30,64,1,3,M/M,Right,678

Joaquin Trasante,Nacional de Montevideo,CON1,libertadores,66,CM,450,64,57,57,64,62,72,2,2,M/H,Right,"1,713"

Zac MacMath,Real Salt Lake,USA 1,silver-nr,66,GK,700,66,64,54,67,37,67,1,2,M/M,Right,759

Takanori Sugeno,Hokkaido Consadole Sapporo,JPN 1,silver-nr,66,GK,300,68,64,57,67,34,67,1,2,M/M,Right,701

Alex Craninx,Molde FK,NOR 1,silver-nr,66,GK,200,67,63,62,68,36,65,1,3,M/M,Right,842

Campabadal,CD Lugo,ESP 2,silver-nr,66,RB,300,70,51,54,65,63,68,2,3,M/M,Right,"1,656"

Dan Butler,Peterborough United,ENG 2,silver-nr,66,LWB,800,73,44,57,62,61,73,2,2,H/H,Left,"1,678"

Herman Stengel,Strømsgodset Toppfotball,NOR 1,silver-nr,66,CM,200,60,60,66,67,58,73,3,4,M/M,Right,"1,789"

Kazuki Nishiya,Tokushima Vortis,JPN 1,silver-nr,66,LM,200,74,63,61,65,44,54,3,3,H/M,Right,"1,671"

Dimitri Lavalee,Sint-Truiden,BEL 1,silver-nr,66,CB,450,63,29,62,62,65,68,2,2,M/M,Left,"1,532"

Edgar Barreto,N.E.C. Nijmegen,NED 1,silver-nr,66,CM,650,39,63,67,65,66,65,3,4,M/H,Right,"1,759"

Tony Figueroa,Pachuca,MEX 1,silver-nr,66,RM,600,69,59,63,69,25,50,4,3,H/M,Left,"1,546"

