,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,Team position,Team Goals for,Team Goals against,League-label,Pos-label
1699,Lago Junior,RCD Mallorca,ESP 1,gold,75,Midfielder,87,72,64,74,34,72,4,4,M/L,Right,"1,758",0,0,6,157,0,0.6457212064415216,0,0.0,6,0,0,0,0,0.6457212064415216,0.3039132673293352,0.0703833978623151,15,17,30,2,4
274,Jean-Daniel Akpa Akpro,Latium,ITA 1,gold-nr,75,Midfielder,80,67,72,78,74,77,3,4,H/H,Right,"2,038",0,0,8,302,0,0.1648644804954528,0,0.0257920548319816,2,2,1,0,0,0.1648644804954528,0.1309625580906868,0.0765194222331047,8,43,39,5,4
805,Marash Kumbulla,Roma FC,ITA 1,gold-nr,75,Defender,50,32,53,56,77,76,2,3,M/M,Right,"1,548",0,0,7,310,0,0.1127138435840606,0,0.0483102761209011,2,1,2,0,0,0.1127138435840606,0.3755362890660763,0.3272260129451751,7,35,28,5,2
1846,Max Aarons,Norwich City,ENG 1,gold-nr,75,Defender,81,42,64,75,70,71,3,3,H/M,Right,"1,754",0,0,18,1620,0,0.7020470695570111,1,1.3123619500547647,9,13,4,0,0,0.7020470695570111,3.207532038912177,1.3560941005125642,20,8,42,1,2
806,Carles Perez,Roma FC,ITA 1,gold-nr,75,Attacker,81,73,66,79,36,62,4,2,H/M,Left,"1,780",0,0,10,292,0,0.7412020638585091,1,1.0814632400870323,12,11,2,0,0,0.7412020638585091,2.331444125622511,0.8290534419938922,7,35,28,5,1
1845,Brandon Williams,Norwich City,ENG 1,gold-nr,75,Defender,80,57,65,73,70,68,3,3,H/M,Right,"1,850",0,0,13,1055,0,0.0585550479590892,0,0.559166238643229,1,10,4,0,0,0.0585550479590892,2.7573665231466293,2.502324240282178,20,8,42,1,2
946,Hernani,Genoa,ITA 1,gold-nr,75,Midfielder,65,69,69,72,74,70,3,4,M/M,Right,"1,936",0,1,12,550,0,0.1870170310139656,0,0.4201341569423675,5,2,0,0,0,0.1870170310139656,0.540199488401413,0.0417764335870742,19,20,39,5,4
785,Marcal,Wolverhampton Wanderers,ENG 1,gold-nr,75,Defender,71,56,71,72,75,71,3,3,M/H,Left,"1,897",0,0,11,962,0,0.4602448353543877,0,0.0573633406311273,7,2,2,0,0,0.4602448353543877,2.858115890063345,2.762060062028468,8,14,14,1,2
945,Caleb Ekuban,Genoa,ITA 1,gold-nr,75,Midfielder,86,71,66,73,28,84,3,3,H/M,Right,"1,826",0,0,16,951,0,2.071257485076785,1,0.6357053192332387,16,6,1,0,0,2.071257485076785,2.808598258532584,0.5893682930618525,19,20,39,5,4
1597,Peter Pekarik,Hertha BSC,GER 1,silver,74,Defender,62,40,64,73,73,67,2,3,M/M,Right,"1,733",0,0,11,866,0,0.1134948087856173,0,0.0431767459958791,4,2,0,0,0,0.1134948087856173,3.02332990989089,2.9019165374338627,13,21,38,4,2
1700,Aleix Febas,RCD Mallorca,ESP 1,silver,74,Midfielder,68,62,75,76,62,66,4,3,M/M,Right,"1,892",0,0,4,113,0,0.0,0,0.0921781808137893,0,1,1,0,0,0.0,0.1363060437142849,0.1363060437142849,15,17,30,2,4
1595,Marco Richter,Hertha BSC,GER 1,silver,74,Midfielder,76,70,65,77,27,61,3,4,M/M,Right,"1,699",0,1,17,954,5,2.443106584250927,0,1.0796388480812311,20,11,2,0,5,2.443106584250927,3.986328732222319,1.1436753012239933,13,21,38,4,4
1254,Luis Henrique,Olympique de Marseille,FRA 1,silver,74,Attacker,84,69,71,74,37,69,3,3,H/M,Right,"1,761",0,0,12,381,0,1.136850208044052,1,0.1804216615855693,4,5,0,0,0,1.136850208044052,1.6054691914469004,0.3168014008551836,3,27,15,3,1
1890,Robin Zentner,1. FSV Mainz 05,GER 1,silver,74,GK,74,70,64,79,65,72,1,3,M/M,Right,853,0,0,17,1530,0,0.0,0,0.0,0,0,1,0,0,0.0,0.663531955331564,0.663531955331564,10,26,21,4,3
1799,Valon Berisha,Stade de Reims,FRA 1,silver,74,Midfielder,71,70,71,77,58,77,4,4,M/M,Right,"1,970",0,0,11,321,0,0.1586466580629348,1,0.352211695164442,2,7,0,1,0,0.1586466580629348,0.3262768909335136,0.0911974906921386,14,22,22,3,4
1905,Thomas Henry,Venezia,ITA 1,silver,74,Attacker,61,73,65,66,39,79,2,3,H/M,Right,"1,743",0,0,17,918,3,3.168025802820921,3,1.9419531151652336,25,9,2,0,3,3.168025802820921,5.086916282773018,0.735347144305706,17,18,37,5,1
1266,Ximo Navarro,Deportivo Alavés,ESP 1,silver,74,Defender,73,47,65,68,70,76,2,3,M/M,Right,"1,824",0,0,9,709,0,0.4628074448555708,0,0.7708485499024391,5,4,4,0,0,0.4628074448555708,1.4168466664850712,0.2376426197588443,17,16,30,2,2
1598,Maximilian Mittelstadt,Hertha BSC,GER 1,silver,74,Defender,80,62,67,73,71,67,3,3,H/M,Left,"1,890",0,0,10,724,0,0.12067436799407,3,1.430125653743744,3,7,1,0,0,0.12067436799407,2.671706221997738,1.1209061844274402,13,21,38,4,2
1556,Florian Sotoca,RC Lens,FRA 1,silver,74,Attacker,80,71,68,70,42,80,3,3,H/H,Right,"1,881",0,0,17,1191,3,5.7695637587457895,4,2.638912276364863,32,15,3,0,1,4.24937348999083,8.005542394705117,4.525394594296813,4,34,19,3,1
1596,Ishak Belfodil,Hertha BSC,GER 1,silver,74,Attacker,65,74,68,74,36,74,3,2,H/M,Right,"1,794",0,1,12,685,1,1.8281385926529763,2,2.121792396530509,15,12,0,0,1,1.8281385926529763,4.175072940066457,0.8186631221324205,13,21,38,4,1
1659,Sofiane Boufal,Angers SCO,FRA 1,silver,74,Midfielder,79,66,72,79,27,50,4,4,M/L,Right,"1,712",0,0,18,1452,5,5.454294006340206,3,4.535357188433409,37,34,4,0,3,3.934103737585247,6.925809850916266,1.848842404782772,12,26,27,3,4
1935,Adil Aouchiche,AS Saint-Étienne,FRA 1,silver,74,Midfielder,70,64,74,75,56,59,4,3,M/M,Right,"1,816",0,0,17,533,0,0.4145696088671684,1,0.5899429870769382,11,5,2,0,0,0.4145696088671684,1.2735773781314492,0.901730639860034,20,17,40,3,4
1934,Miguel Trauco,AS Saint-Étienne,FRA 1,silver,74,Defender,69,52,74,75,69,72,3,3,M/M,Left,"1,906",0,0,10,749,1,0.2684096833691001,0,0.0795388175174593,8,4,2,0,1,0.2684096833691001,1.979584259912372,1.731295139528811,20,17,40,3,2
2065,Manuel Riemann,VfL Bochum,GER 1,silver-nr,74,GK,73,71,72,76,52,72,1,5,M/M,Right,"1,070",0,0,16,1440,0,0.75777667760849,0,0.0292268646880984,1,2,2,0,0,0.0,1.767146797850728,1.7379199312999845,11,17,26,4,3
1557,Florian Sotoca,RC Lens,FRA 1,silver,74,Attacker,80,71,68,70,42,80,3,3,H/H,Right,"1,881",0,0,17,1191,3,5.7695637587457895,4,2.638912276364863,32,15,3,0,1,4.24937348999083,8.005542394705117,4.525394594296813,6,34,28,3,1
2046,Simy,Salernitana,ITA 1,silver,74,Attacker,59,77,45,61,29,78,2,3,M/L,Right,"1,569",0,0,18,831,1,2.954823825508356,1,0.7397672235965729,20,8,0,0,1,2.954823825508356,3.804221168160439,0.7839426398277283,20,13,43,5,1
2028,Nick Viergever,SpVgg Greuther Fürth,GER 1,silver,74,Defender,64,54,65,67,74,75,2,2,M/H,Left,"1,802",0,0,7,606,0,0.0,0,0.0,0,0,1,0,0,0.0,0.2202058900147676,0.2202058900147676,18,13,49,4,2
1658,Thomas Mangani,Angers SCO,FRA 1,silver,74,Midfielder,48,69,76,70,70,72,3,3,L/M,Left,"1,946",0,0,17,1327,4,2.933388313278556,2,0.856702446937561,10,17,4,0,1,0.6531029548496008,3.695783842355013,3.43894849345088,12,26,27,3,4
1555,Ignatius Ganago,RC Lens,FRA 1,silver,74,Attacker,82,74,58,75,34,68,3,3,H/M,Right,"1,734",0,1,13,593,3,2.248530048877001,0,0.4637878015637398,17,5,2,0,3,2.248530048877001,3.428847163915634,0.8155780993402004,6,34,28,3,1
1600,Deyovaisio Zeefuik,Hertha BSC,GER 1,silver,74,Defender,83,40,61,69,71,80,2,3,H/M,Right,"1,802",0,0,11,566,0,0.0,0,0.3679846692830324,0,4,1,0,0,0.0,2.283643826842308,1.975379429757595,13,21,38,4,2
1599,Santiago Ascacibar,Hertha BSC,GER 1,silver,74,Midfielder,63,47,61,69,75,72,2,3,M/H,Right,"1,789",0,0,14,1251,0,0.9663386475294828,0,0.1428290046751499,6,4,2,0,0,0.9663386475294828,4.24707468226552,4.030538577586412,13,21,38,4,4
1657,Vincent Manceau,Angers SCO,FRA 1,silver,74,Defender,45,47,70,73,75,72,2,3,M/H,Right,"1,812",0,0,17,1530,0,0.0294272908940911,0,0.3960209805518389,2,2,0,0,0,0.0294272908940911,2.352207437157631,1.956186480820179,12,26,27,3,2
1656,Mathias Pereira Lage,Angers SCO,FRA 1,silver,74,Midfielder,78,73,72,73,43,65,4,3,M/M,Right,"1,869",0,1,11,150,1,0.3183164857327938,1,0.7443899251520634,5,3,0,0,1,0.3183164857327938,1.0653261244297028,0.9776337146759032,12,26,27,3,4
1553,Yannick Cahuzac,RC Lens,FRA 1,silver,74,Midfielder,34,46,63,62,73,77,2,3,M/H,Right,"1,700",0,0,14,588,0,0.0545303523540496,0,0.0,1,0,0,0,0,0.0545303523540496,0.4822157118469476,0.4822157118469476,6,34,28,3,4
1552,Yannick Cahuzac,RC Lens,FRA 1,silver,74,Midfielder,34,46,63,62,73,77,2,3,M/H,Right,"1,700",0,0,14,588,0,0.0545303523540496,0,0.0,1,0,0,0,0,0.0545303523540496,0.4822157118469476,0.4822157118469476,4,34,19,3,4
1554,Ignatius Ganago,RC Lens,FRA 1,silver,74,Attacker,82,74,58,75,34,68,3,3,H/M,Right,"1,734",0,1,13,593,3,2.248530048877001,0,0.4637878015637398,17,5,2,0,3,2.248530048877001,3.428847163915634,0.8155780993402004,4,34,19,3,1
1255,Leonardo Balerdi,Olympique de Marseille,FRA 1,silver,74,Defender,71,36,57,64,75,75,2,2,M/M,Right,"1,649",0,1,11,768,0,0.0486111491918563,0,0.0362285934388637,1,1,4,1,0,0.0486111491918563,2.495311683043837,2.4590830709785223,3,27,15,3,2
1679,Anthony Caci,RC Strasbourg,FRA 1,silver,74,Defender,72,52,67,68,72,72,3,5,M/M,Right,"1,825",0,0,17,1233,0,0.2307768203318119,1,1.967912741005421,6,10,3,0,0,0.2307768203318119,6.178669217973948,5.57515730150044,8,36,24,3,2
1601,Marvin Plattenhardt,Hertha BSC,GER 1,silver,74,Defender,70,56,74,71,71,71,3,2,M/M,Left,"1,940",0,0,14,1130,0,0.4318915177136659,0,1.3778262501582503,6,22,2,0,0,0.4318915177136659,2.964102059602737,2.664743348956108,13,21,38,4,2
1357,Arnaud Souquet,Montpellier HSC,FRA 1,silver,74,Defender,70,59,70,71,71,70,3,3,M/M,Right,"1,871",0,0,16,823,0,0.142739019356668,1,0.2026389259845018,5,5,0,0,0,0.142739019356668,1.5245930813252926,1.4010508675128222,5,33,24,3,2
1479,Lucas Boye,Elche CF,ESP 1,silver,74,Attacker,73,72,61,77,47,79,4,2,H/L,Right,"1,835",0,0,15,1167,5,3.237153073772788,1,1.7598643247038126,33,15,2,0,5,3.237153073772788,4.552438395097852,1.3677011169493198,18,18,27,2,1
1478,Johan Mojica,Elche CF,ESP 1,silver,74,Defender,91,65,70,71,68,72,3,2,H/L,Left,"1,939",0,0,18,1529,1,0.335206801071763,2,3.424445614218712,8,17,1,0,1,0.335206801071763,4.915345225483179,3.084943206049502,18,18,27,2,2
1739,Manuel Prietl,Arminia Bielefeld,GER 1,silver,74,Midfielder,59,51,62,65,72,79,2,3,M/H,Right,"1,725",0,0,16,1440,0,0.5818230221047997,1,0.4184291716665029,13,4,3,0,0,0.5818230221047997,1.8956770543009045,1.0924304220825434,17,16,24,4,4
1460,Samuel Kalu,Girondins de Bordeaux,FRA 1,silver,74,Midfielder,85,66,69,77,34,56,4,4,H/M,Right,"1,778",0,0,11,316,1,1.160245217382908,1,0.5048534274101257,13,2,1,0,1,1.160245217382908,1.2535262703895569,0.1481958795338869,17,30,44,3,4
1459,Remi Oudin,Girondins de Bordeaux,FRA 1,silver,74,Midfielder,72,71,72,74,34,67,3,3,M/M,Left,"1,812",0,0,16,926,3,1.8683608453720808,3,2.574192937463522,24,12,1,0,3,1.8683608453720808,5.136068820953369,1.105041055008769,17,30,44,3,4
1821,Ivan Balliu,Rayo Vallecano,ESP 1,silver,74,Defender,84,39,68,74,69,72,3,3,H/M,Right,"1,852",0,0,18,1620,0,0.2410613587126135,1,1.555988909676671,6,14,6,0,0,0.2410613587126135,5.316565195098519,4.886901618912816,7,27,21,2,2
1977,Bryan Mbeumo,Brentford,ENG 1,silver,74,Attacker,83,72,69,74,34,60,4,2,M/M,Left,"1,812",0,0,16,1334,3,5.289306201040745,1,1.3237284310162067,37,14,2,0,2,4.52813733369112,7.483423801138997,2.4760850183665752,12,23,26,1,1
1978,Ethan Pinnock,Brentford,ENG 1,silver,74,Defender,68,37,57,60,74,79,2,3,M/H,Left,"1,660",0,1,18,1530,1,1.533461351878941,1,1.6828013993799686,11,11,0,0,1,1.533461351878941,4.333278205245733,2.4983870200812817,12,23,26,1,2
1847,Dimitris Giannoulis,Norwich City,ENG 1,silver,74,Defender,82,48,65,69,70,67,3,2,H/M,Left,"1,809",0,0,10,535,0,0.0357109904289245,1,0.410059530287981,1,6,1,0,0,0.0357109904289245,0.6445213574916124,0.4159199688583612,20,8,42,1,2
1355,Ambroise Oyongo,Montpellier HSC,FRA 1,silver,74,Defender,85,59,68,73,66,76,3,2,H/M,Left,"1,925",0,0,1,17,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,5,33,24,3,2
1356,Mihailo Ristic,Montpellier HSC,FRA 1,silver,74,Defender,76,60,65,72,69,69,3,3,H/M,Left,"1,821",0,0,18,990,1,0.2214679457247257,1,0.7594277709722519,10,7,2,0,1,0.2214679457247257,2.2516774088144302,1.4661169964820149,5,33,24,3,2
1760,Randal Kolo Muani,FC Nantes,FRA 1,silver,74,Attacker,82,69,60,77,31,61,3,3,M/M,Right,"1,698",0,0,18,1512,7,6.650643968954682,2,1.8256087293848395,27,15,1,0,7,6.650643968954682,8.779534140601754,1.2340881545096636,9,25,23,3,1
1527,Anthony Lozano,Cádiz CF,ESP 1,silver,74,Attacker,78,74,63,69,36,75,3,3,M/L,Right,"1,764",0,1,16,978,4,3.2277378123253584,1,0.5862303115427494,30,7,4,0,4,3.2277378123253584,3.0699699856340885,0.3878739476203918,19,15,34,2,1
1441,Ermedin Demirovic,SC Freiburg,GER 1,silver,74,Attacker,68,74,61,71,37,73,3,3,M/M,Right,"1,738",0,0,15,251,0,0.3857322037220001,1,0.5710044726729393,5,3,3,0,0,0.3857322037220001,1.1547660399228334,0.2424980327486992,4,30,18,4,1
1440,Dominique Heintz,SC Freiburg,GER 1,silver,74,Defender,59,37,60,59,74,79,2,3,M/M,Left,"1,636",0,0,1,28,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,4,30,18,4,2
1422,Lucas Torro,CA Osasuna,ESP 1,silver,74,Midfielder,39,63,65,65,73,73,2,3,M/M,Right,"1,741",0,1,16,1385,1,0.9696229752153158,0,0.1553489807993173,20,4,7,0,1,0.9696229752153158,2.4852746296674013,1.5036187693476677,12,20,25,2,4
1376,Arne Maier,FC Augsburg,GER 1,silver,74,Midfielder,69,57,71,75,68,71,3,3,M/M,Right,"1,793",0,0,14,822,0,0.3396658422425389,1,1.7964763343334198,8,16,0,0,0,0.3396658422425389,2.126366034150124,1.0723162461072206,16,18,29,4,4
1377,Tobias Strobl,FC Augsburg,GER 1,silver,74,Midfielder,45,49,65,58,74,78,2,3,M/M,Right,"1,700",0,0,5,323,0,0.1468693800270557,0,0.0145424306392669,3,1,1,0,0,0.1468693800270557,0.1135349012911319,0.0871884636580944,16,18,29,4,4
1421,Inigo Perez,CA Osasuna,ESP 1,silver,74,Midfielder,56,65,77,66,71,72,3,3,M/M,Left,"1,924",0,0,5,157,1,0.1430934518575668,0,0.5336658954620361,4,1,0,0,1,0.1430934518575668,0.0800362378358841,0.0,12,20,25,2,4
1420,Ontiveros,CA Osasuna,ESP 1,silver,74,Midfielder,77,74,72,76,35,54,4,3,H/L,Right,"1,772",0,0,3,31,0,0.072260096669197,0,0.0,2,0,0,0,0,0.072260096669197,0.072260096669197,0.0,12,20,25,2,4
1680,Dimitri Lienard,RC Strasbourg,FRA 1,silver,74,Midfielder,54,70,79,73,62,70,3,3,M/M,Left,"1,954",0,0,17,893,1,0.742447379976511,2,1.3446198925375938,9,14,1,0,1,0.742447379976511,4.41915063932538,3.3257801607251167,8,36,24,3,4
1619,Federico Ceccherini,Hellas Verona,ITA 1,silver,74,Defender,62,43,53,58,76,71,2,3,M/M,Right,"1,616",0,1,17,1047,0,0.237118617631495,0,0.1688574403524398,5,2,5,0,0,0.237118617631495,1.7131435424089432,1.6259331703186035,13,37,35,5,2
1979,Rico Henry,Brentford,ENG 1,silver,74,Defender,91,40,60,73,67,70,3,2,H/M,Left,"1,783",0,0,16,1387,2,1.1831962261348965,0,0.4696511980146169,7,8,2,0,2,1.1831962261348965,2.932997088879347,1.415950445458293,12,23,26,1,2
1397,Omar Colley,Sampdoria,ITA 1,silver,74,Defender,68,31,48,54,72,83,2,3,M/H,Left,"1,542",0,0,18,1492,0,1.0591193102300167,0,0.0,8,0,5,0,0,1.0591193102300167,2.328837296925485,1.823529711924493,15,28,38,5,2
1480,Omar Mascarell,Elche CF,ESP 1,silver,74,Midfielder,59,60,67,73,70,72,3,5,L/M,Right,"1,877",0,0,16,1249,0,0.4038151912391186,0,0.1373828826472163,9,4,4,0,0,0.4038151912391186,2.468426341190934,2.257925182580948,18,18,27,2,4
1481,Pere Milla,Elche CF,ESP 1,silver,74,Attacker,76,74,68,76,37,63,3,2,M/L,Left,"1,770",0,0,14,392,2,1.8907562624663117,1,0.1235047420486807,9,3,1,0,2,1.8907562624663117,2.2460297513753176,0.3326801210641861,18,18,27,2,1
1341,Fran Merida,RCD Espanyol,ESP 1,silver,74,Midfielder,58,72,77,72,67,71,3,3,M/M,Left,"1,972",0,0,4,145,0,0.1105927601456642,0,0.1142577305436134,2,1,0,0,0,0.1105927601456642,0.5120195560157299,0.441064428538084,11,22,22,2,4
1340,Landry Dimata,RCD Espanyol,ESP 1,silver,74,Attacker,77,73,64,70,40,77,3,3,H/H,Right,"1,802",0,0,13,379,0,0.8127045277506113,0,0.4378620535135269,5,4,0,0,0,0.8127045277506113,0.996342470869422,0.3959722518920898,11,22,22,2,1
1701,Martin Valjent,RCD Mallorca,ESP 1,silver,74,Defender,66,36,55,64,75,82,2,2,M/M,Right,"1,700",0,0,19,1653,0,0.2806600527837872,0,0.3944646678864956,8,4,2,0,0,0.2806600527837872,2.5109735587611794,2.0101979468017817,15,17,30,2,2
1933,Ryad Boudebouz,AS Saint-Étienne,FRA 1,silver,74,Midfielder,66,74,75,76,40,59,4,4,H/L,Left,"1,839",0,0,14,981,0,0.4104598090052604,1,1.5220054611563685,13,24,1,0,0,0.4104598090052604,1.6660754922777414,0.9466263465583324,20,17,40,3,4
1526,Alfonso Espino,Cádiz CF,ESP 1,silver,74,Defender,76,60,63,69,70,74,2,3,H/M,Left,"1,861",0,0,19,1710,2,1.1817638576030731,0,1.898333504796028,11,20,3,0,2,1.1817638576030731,3.0894190557301044,1.4517071470618248,19,15,34,2,2
1525,Juan Cala,Cádiz CF,ESP 1,silver,74,Defender,58,54,62,60,74,80,2,3,M/H,Right,"1,774",0,0,8,333,0,0.1095083281397819,0,0.1186611019074916,3,2,0,0,0,0.1095083281397819,0.7100572660565376,0.5447284858673811,19,15,34,2,2
1524,Ruben Sobrino,Cádiz CF,ESP 1,silver,74,Attacker,78,76,62,72,37,66,3,4,H/M,Right,"1,777",0,0,16,1049,0,1.988257646560669,1,0.8540228642523289,13,8,1,0,0,1.988257646560669,2.798096429556608,0.382515337318182,19,15,34,2,1
1523,Alberto Perea,Cádiz CF,ESP 1,silver,74,Midfielder,76,72,70,78,36,61,3,3,M/M,Right,"1,807",0,0,12,658,0,1.005796721205115,1,0.7035555951297283,14,10,2,0,0,1.005796721205115,1.8112478964030745,0.6769194789230824,19,15,34,2,4
1976,Mathias Jensen,Brentford,ENG 1,silver,74,Midfielder,69,63,75,73,65,70,3,4,H/M,Right,"1,931",0,0,13,720,0,0.2226048219017684,1,0.9132741130888462,4,19,0,0,0,0.2226048219017684,0.8971145744435489,0.4373577535152435,12,23,26,1,4
1867,Franck Honorat,Stade Brestois 29,FRA 1,silver,74,Midfielder,74,73,69,75,47,55,4,2,H/M,Right,"1,816",0,0,19,1644,6,2.9219755632802844,3,4.624328291974962,37,34,3,0,6,2.9219755632802844,8.748377689160407,2.4465551003813744,13,26,31,3,4
1866,Steve Mounie,Stade Brestois 29,FRA 1,silver,74,Attacker,64,73,62,68,45,80,2,3,M/H,Right,"1,788",0,1,16,1333,4,7.319406744092703,1,0.7552103418856859,43,12,1,0,4,7.319406744092703,9.05113396793604,2.7638843655586243,13,26,31,3,1
1294,Matija Nastasic,Fiorentina,ITA 1,silver,74,Defender,65,32,61,56,74,75,2,2,L/H,Left,"1,693",0,0,3,118,0,0.0,0,0.0330897271633148,0,1,1,0,0,0.0,0.0523503459990024,0.0192606225609779,6,34,29,5,2
1295,Alfred Duncan,Fiorentina,ITA 1,silver,74,Midfielder,71,63,71,74,74,75,3,3,M/H,Left,"1,966",0,0,17,1021,1,1.1006064601242542,2,0.956721697933972,7,14,1,0,1,1.1006064601242542,3.208051889203489,2.3691346682608128,6,34,29,5,4
1865,Romain Del Castillo,Stade Brestois 29,FRA 1,silver,74,Attacker,77,68,72,79,39,65,3,3,M/M,Left,"1,878",0,0,10,277,0,0.9732741191983224,0,0.5010514631867409,5,4,0,0,0,0.9732741191983224,1.5129269752651453,0.4284180458635092,13,26,31,3,1
1618,Kevin Lasagna,Hellas Verona,ITA 1,silver,74,Attacker,87,70,60,75,29,63,3,3,H/M,Left,"1,737",0,0,13,508,1,1.51385791413486,2,0.9435373712331055,16,8,0,0,1,1.51385791413486,2.4973776768893003,0.1470184996724128,13,37,35,5,1
1820,Merquelanz,Rayo Vallecano,ESP 1,silver,74,Attacker,72,77,75,74,45,66,3,3,M/M,Left,"1,885",0,0,4,174,0,0.1213455870747566,0,1.0979870557785034,2,7,0,0,0,0.1213455870747566,0.9989427179098128,0.5797908753156662,7,27,21,2,1
1507,Tom Cleverley,Watford,ENG 1,silver,74,Midfielder,60,69,74,73,61,65,3,3,H/M,Right,"1,883",0,0,13,744,0,0.3099780529737472,2,1.082115181721747,4,13,1,0,0,0.3099780529737472,2.74910288117826,1.7927246186882255,17,22,36,1,4
1506,Emmanuel Dennis,Watford,ENG 1,silver,74,Attacker,88,72,60,76,38,68,4,3,M/L,Right,"1,820",0,1,17,1321,8,3.5067103281617165,5,2.5466610807925463,34,18,6,0,8,3.5067103281617165,6.670530612580478,1.5140158711001277,17,22,36,1,1
1308,Bram Nuytinck,Udinese,ITA 1,silver,74,Defender,33,40,54,55,77,69,2,2,L/M,Left,"1,516",0,0,18,1383,0,0.5639309603720903,0,0.265855997800827,7,1,0,0,0,0.5639309603720903,2.341254225000739,2.0753981973975897,14,28,34,5,2
1309,Ignacio Pussetto,Udinese,ITA 1,silver,74,Attacker,78,73,63,77,25,60,3,4,H/M,Right,"1,680",0,0,13,721,1,2.2964507341384888,1,0.8260115310549736,17,8,3,0,1,2.2964507341384888,2.876058131456375,0.6825837679207325,14,28,34,5,1
1310,Beto,Udinese,ITA 1,silver,74,Attacker,71,74,54,68,24,78,2,3,H/M,Right,"1,624",0,0,16,1243,7,6.703120259568095,0,0.9768697284162045,36,10,1,0,7,6.703120259568095,7.978607560507953,1.9434346165508032,14,28,34,5,1
1993,Terem Moffi,FC Lorient,FRA 1,silver,74,Attacker,74,74,53,70,24,75,2,3,H/M,Left,"1,634",0,1,18,1462,2,4.853695681318641,3,2.255836758762598,36,17,0,0,1,4.093600561842322,6.802658919245005,0.7343616373836994,18,15,31,3,1
1505,Adam Masina,Watford,ENG 1,silver,74,Defender,62,42,66,68,72,73,3,3,M/H,Left,"1,718",0,0,11,868,0,0.1415592636913061,0,0.6399356294423342,4,6,0,0,0,0.1415592636913061,2.048173174262047,1.410008765757084,17,22,36,1,2
1723,Sebastian Andersson,1. FC Köln,GER 1,silver,74,Attacker,54,73,54,69,31,76,2,2,H/M,Right,"1,637",0,0,17,804,2,3.5844236686825752,1,0.4222155977040529,28,7,2,0,2,3.5844236686825752,4.139961199834943,0.2704065553843975,6,30,28,4,1
1339,Nico Melamed,RCD Espanyol,ESP 1,silver,74,Midfielder,83,68,69,79,40,57,4,3,H/M,Right,"1,809",0,1,19,678,1,0.7189415916800499,0,0.5781163144856691,15,9,3,0,1,0.7189415916800499,1.5438377484679222,0.5004830490797758,11,22,22,2,4
1307,Rodrigo Becao,Udinese,ITA 1,silver,74,Defender,49,33,55,48,77,71,2,2,L/M,Right,"1,502",0,0,17,1517,0,0.2581806434318423,1,0.4853118415921926,9,4,4,0,0,0.2581806434318423,2.595212106592953,2.552022573538125,14,28,34,5,2
1051,Genki Haraguchi,1. FC Union Berlin,GER 1,silver,74,Midfielder,84,66,70,78,44,53,4,4,H/H,Right,"1,793",0,0,17,1054,0,1.2587166782468555,4,1.3464001920074224,14,17,2,0,0,1.2587166782468555,4.147132463753223,1.8918125331401825,7,25,23,4,4
610,Axel Tuanzebe,Aston Villa,ENG 1,silver,74,Defender,80,36,63,69,73,73,3,3,M/M,Right,"1,759",0,1,9,507,0,0.1548681333661079,0,0.0,2,0,1,0,0,0.1548681333661079,0.8887575045228004,0.8887575045228004,13,25,30,1,2
768,Thierry Correia,Valencia CF,ESP 1,silver,74,Defender,91,46,65,73,67,69,3,4,H/M,Right,"1,832",0,0,7,476,0,0.0,0,0.9210369493812324,0,3,2,0,0,0.0,2.8314403519034386,1.9104034006595607,10,32,32,2,2
544,Karim Rekik,Sevilla FC,ESP 1,silver,74,Defender,67,39,58,62,73,76,2,2,L/H,Left,"1,675",0,0,11,587,0,0.1443030647933483,2,0.2889221142977476,2,5,2,0,0,0.1443030647933483,1.7499273587018251,1.7375843096524477,2,31,13,2,2
947,Mattia Destro,Genoa,ITA 1,silver,74,Attacker,69,75,60,72,29,60,4,3,M/L,Right,"1,704",0,0,12,912,8,4.031855531036854,0,0.2056308686733245,26,5,2,0,8,4.031855531036854,4.207336902618408,0.1570070385932922,19,20,39,5,1
948,Adrian Semper,Genoa,ITA 1,silver-nr,74,GK,74,74,63,75,31,75,1,2,M/M,Right,695,0,0,1,41,0,0.0,0,0.0,0,0,0,0,0,0.0,0.1671794354915619,0.1671794354915619,19,20,39,5,3
1013,Gianluca Scamacca,Sassuolo,ITA 1,silver,74,Attacker,70,75,54,69,33,70,4,3,M/M,Right,"1,689",0,1,19,917,6,4.569791173562408,0,0.9120199298486114,40,9,3,0,6,4.569791173562408,7.088455672375858,2.391485600732267,10,36,33,5,1
949,Zinho Vanheusden,Genoa,ITA 1,silver,74,Defender,60,45,63,66,75,74,2,3,M/M,Right,"1,727",0,0,10,631,0,0.1535687688738107,0,0.0,6,0,2,0,0,0.1535687688738107,0.7621717974543571,0.7202433506026864,19,20,39,5,2
